ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000001.SZ,20240410,10.38,10.41,10.27,10.28,10.4,-0.12,-1.1538,1246390.82,1288696.196
000001.SZ,20240411,10.24,10.29,10.12,10.25,10.28,-0.03,-0.2918,1010213.4,1030820.137
000001.SZ,20240412,10.22,10.27,10.04,10.06,10.25,-0.19,-1.8537,1305453.71,1322011.754
000001.SZ,20240415,10.07,10.32,10.06,10.29,10.06,0.23,2.2863,1453202.6,1486326.196
000001.SZ,20240416,10.28,10.39,10.22,10.28,10.29,-0.01,-0.0972,1478036.43,1523138.499
000001.SZ,20240417,10.26,10.63,10.21,10.62,10.28,0.34,3.3074,2232640.57,2337576.587
000001.SZ,20240418,10.58,11.03,10.56,10.8,10.62,0.18,1.6949,3165914.26,3427338.982
000001.SZ,20240419,10.71,10.82,10.66,10.69,10.8,-0.11,-1.0185,1457675.02,1562376.147
000001.SZ,20240422,10.64,10.81,10.45,10.5,10.69,-0.19,-1.7774,2009818.37,2125722.741
000001.SZ,20240423,10.51,10.65,10.46,10.54,10.5,0.04,0.381,1240027.0,1308866.093
000001.SZ,20240424,10.52,10.57,10.46,10.53,10.54,-0.01,-0.0949,941567.74,989093.538
000001.SZ,20240425,10.5,10.62,10.48,10.61,10.53,0.08,0.7597,1113812.24,1176304.525
000001.SZ,20240426,10.59,10.67,10.48,10.6,10.61,-0.01,-0.0943,1607627.51,1698581.437
000001.SZ,20240429,10.56,10.9,10.52,10.81,10.6,0.21,1.9811,2169177.37,2337350.884
000001.SZ,20240430,10.8,10.88,10.73,10.79,10.81,-0.02,-0.185,1324556.53,1431407.709
000001.SZ,20240506,10.96,11.11,10.84,10.89,10.79,0.1,0.9268,1784100.57,1953817.493
000001.SZ,20240507,10.87,10.89,10.76,10.88,10.89,-0.01,-0.0918,1087056.65,1176786.413
000001.SZ,20240508,10.84,10.88,10.71,10.73,10.88,-0.15,-1.3787,1221791.27,1318612.0
000001.SZ,20240509,10.71,10.82,10.71,10.76,10.73,0.03,0.2796,1069460.63,1150726.858
000001.SZ,20240510,10.77,10.96,10.76,10.94,10.76,0.18,1.6729,1767835.61,1923452.177
000001.SZ,20240513,10.9,11.01,10.81,10.97,10.94,0.03,0.2742,1402498.6,1530058.92
000001.SZ,20240514,11.0,11.06,10.88,10.91,10.97,-0.06,-0.5469,1075783.91,1176577.328
000001.SZ,20240515,10.9,10.92,10.81,10.83,10.91,-0.08,-0.7333,868296.6,942907.951
000001.SZ,20240516,10.85,11.21,10.83,11.17,10.83,0.34,3.1394,3076291.65,3410151.917
000001.SZ,20240517,11.18,11.42,11.13,11.42,11.17,0.25,2.2381,2841748.85,3200736.554
000001.SZ,20240520,11.43,11.53,11.31,11.38,11.42,-0.04,-0.3503,2170210.3,2475290.152
000001.SZ,20240521,11.32,11.62,11.31,11.55,11.38,0.17,1.4938,2030049.41,2336192.875
000001.SZ,20240522,11.56,11.74,11.46,11.56,11.55,0.01,0.0866,2115531.38,2458448.97
000001.SZ,20240523,11.53,11.59,11.37,11.4,11.56,-0.16,-1.3841,1841622.9,2110799.282
000001.SZ,20240524,11.37,11.49,11.3,11.31,11.4,-0.09,-0.7895,1398275.84,1593330.336
000001.SZ,20240527,11.31,11.53,11.31,11.51,11.31,0.2,1.7683,1454361.43,1663272.118
000001.SZ,20240528,11.5,11.58,11.36,11.4,11.51,-0.11,-0.9557,1204322.85,1377107.204
000001.SZ,20240529,11.38,11.45,11.23,11.26,11.4,-0.14,-1.2281,1444811.11,1635445.613
000001.SZ,20240530,11.24,11.34,11.06,11.12,11.26,-0.14,-1.2433,1325496.35,1481608.711
000001.SZ,20240531,11.14,11.19,11.11,11.11,11.12,-0.01,-0.0899,826706.76,921248.146
