trade_date,open,close,high,low,vol,pct_chg
20240314,4.0,4.0,4.04,3.96,170819.54,0.0
20240315,3.99,4.01,4.02,3.97,122837.94,0.25
20240318,4.01,4.02,4.03,3.97,176801.48,0.2494
20240319,4.01,3.97,4.02,3.97,165889.85,-1.2438
20240320,3.97,3.99,3.99,3.94,122381.0,0.5038
20240321,3.98,4.0,4.04,3.97,190908.89,0.2506
20240322,4.0,3.94,4.0,3.88,194676.97,-1.5
20240325,3.9,3.87,4.0,3.84,205989.63,-1.7766
20240326,3.86,3.96,3.99,3.84,218697.75,2.3256
20240327,3.93,3.84,3.93,3.83,181785.2,-3.0303
20240328,3.8,3.88,3.92,3.8,156995.04,1.0417
20240329,3.91,3.95,4.02,3.89,194113.97,1.8041
20240401,3.98,3.97,4.02,3.92,174377.44,0.5063
20240402,3.98,3.93,3.98,3.91,150766.39,-1.0076
20240403,3.91,3.87,3.94,3.86,115196.12,-1.5267
20240408,3.85,3.76,3.86,3.75,138603.04,-2.8424
20240409,3.76,3.81,3.82,3.76,88284.99,1.3298
20240410,3.8,3.85,4.02,3.79,305936.79,1.0499
20240411,3.78,3.79,3.84,3.74,146946.52,-1.5584
20240412,3.76,3.68,3.79,3.66,144778.09,-2.9024
20240415,3.7,3.62,3.73,3.46,200946.93,-1.6304
20240416,3.57,3.49,3.61,3.48,151253.67,-3.5912
20240417,3.49,3.56,3.59,3.48,128604.29,2.0057
20240418,3.54,3.49,3.55,3.48,113488.56,-1.9663
20240419,3.46,3.51,3.54,3.43,127421.95,0.5731
20240422,3.48,3.48,3.53,3.43,124579.7,-0.8547
20240423,3.49,3.54,3.6,3.49,136484.91,1.7241
20240424,3.52,3.56,3.56,3.48,127982.01,0.565
20240425,3.53,3.54,3.61,3.52,111198.0,-0.5618
20240426,3.55,3.67,3.67,3.48,252647.92,3.6723
