train_loss,test_loss
0.01100944479306539,0.15896339217821756
0.010774134347836176,0.15669170022010803
0.010542736699183783,0.15452701846758524
0.010319705431660017,0.15247381726900736
0.010101668536663055,0.1504905621210734
0.009888973707954088,0.14851903915405273
0.009679588178793589,0.1465245485305786
0.009472964331507683,0.14450551072756448
0.009270415330926577,0.1424917678038279
0.00907202810049057,0.14046669006347656
0.008873741452892622,0.13843706250190735
0.008676894629995028,0.13642212748527527
0.008481592560807863,0.13442733883857727
0.008287054176131884,0.13243464628855386
0.008094702536861101,0.13044087092081705
0.007904435197512308,0.1284655233224233
0.007716210559010506,0.1264269451300303
0.007530401150385539,0.1243518094221751
0.0073470622301101685,0.12227050463358562
0.007165792087713878,0.12018367648124695
0.006987032790978749,0.11809646089871724
0.006810391321778297,0.11600922544797261
0.006636488561828931,0.11391487717628479
0.00646581935385863,0.11181373397509257
0.006297633051872253,0.1096851925055186
0.006131560231248538,0.10747904578844707
0.005969161167740822,0.10528768102327983
0.005809841677546501,0.10312940677007039
0.005654698858658473,0.10097129146258037
0.005502968405683835,0.09878503282864888
0.005353986596067746,0.09657787283261617
0.005205733391145865,0.0943054457505544
0.005058612984915574,0.09191579620043437
0.00491023405144612,0.08948179086049397
0.004764125992854436,0.08699638644854228
0.004619604907929897,0.08449094494183858
0.004482373595237732,0.08196756740411122
0.004352396974960963,0.0794059584538142
0.004229469535251458,0.07684679329395294
0.004114338507254918,0.07432476182778676
0.00401018684109052,0.07185949881871541
0.003916149338086446,0.0694309671719869
0.0038341504211227098,0.06706960995992024
0.003764715977013111,0.06474898258845012
0.0037073583031694093,0.06252677738666534
0.0036615716914335885,0.06043058633804321
0.0036268609886368117,0.058440650502840676
0.0036015588169296584,0.05658040940761566
0.0035846270620822906,0.054892465472221375
0.003573979251086712,0.05338705082734426
0.0035666211818655333,0.05210613707701365
0.0035611530765891075,0.05101755758126577
0.0035566932832201323,0.05012610057989756
0.003552453281978766,0.049414227406183876
0.0035462810968359313,0.048875813682874046
0.003537345677614212,0.04850780467192332
0.0035253921523690224,0.048286303877830505
0.003510567359626293,0.04819335540135702
0.003493406188984712,0.0482207586367925
0.0034746152038375535,0.048346842328707375
0.0034544731800754866,0.048555140693982445
0.003433813340961933,0.04883364339669546
0.003413011940817038,0.04916293919086456
0.003392462618649006,0.0495262344678243
0.0033724925791223845,0.04990901549657186
0.003353410710891088,0.05029815932114919
0.003335401105384032,0.05067819853623708
0.003318547271192074,0.051038180788358055
0.0033028405159711838,0.05137030780315399
0.0032881967102487883,0.05166814227898916
0.0032744181031982103,0.05192456146081289
0.0032614547138412795,0.052132949233055115
0.0032489290460944176,0.05229040483633677
0.0032367190967003503,0.05239127576351166
0.0032246441890796027,0.05243587990601858
0.0032125385478138924,0.052423750360806785
0.0032001836225390434,0.05235744019349416
0.0031875387455026307,0.052238921324412026
0.0031745812545220056,0.0520691325267156
0.003161241300404072,0.05185397962729136
0.0031475278859337172,0.05159914493560791
0.0031334919234116874,0.05131023128827413
0.0031191492453217506,0.0509931743144989
0.003104577772319317,0.05065456529458364
0.0030898451805114746,0.05029983321825663
0.003074995242059231,0.04993318518002828
0.0030600285778443017,0.04955763121445974
0.00304502776513497,0.04917991658051809
0.0030300114303827286,0.048810372749964394
0.003015113684038321,0.04845201472441355
0.0030002494653066,0.04810439546902975
0.0029853700349728265,0.047772894303003945
0.0029703925053278604,0.047460575898488365
0.0029553289835651717,0.0471699188152949
0.002940102480351925,0.046896164615949
0.002924760803580284,0.04663955668608347
0.0029092092687884965,0.04640038808186849
0.0028934009994069734,0.04617549479007721
0.0028778410827120147,0.04594789445400238
0.00286185834556818,0.04571890334288279
